,리뷰,평점,라벨링,predicted,score
215,인스타에서 보고 와봤어요. 특별한 건 없지만 옛날 달달이 떡볶이맛이예요. 맛있게 떡튀순 시켜먹고 갑니다 친절하셔서 기분 좋게 먹고 갑니다^^,5.0,1,9,0.6872031092643738
216,뷰 최고,5.0,1,9,0.7486457228660583
217,"넓고 환하고 깨끗하니 좋으네요~^^
빵도 맛나고 커피도 맛나요~",5.0,1,9,0.7241486310958862
218,요즘 위생에 되게 예민한대 생수가 따로 나오고 청결했어요  친절하게 구워주셔서 맛있게 잘 먹었습니다 ~,5.0,1,9,0.7782561779022217
219,겨울시즌도 기대하고 있겠습니다 :),5.0,1,9,0.8422467112541199
220,현지맛집!,4.5,1,9,0.6027981638908386
221,비린내가 안나서 좋네요 ~ 덕분에 맛있게 먹었습니다 !,5.0,1,9,0.7256373763084412
222,좋아요,5.0,1,6,0.4311637580394745
223,"장어는  지금 까지  먹어본  맛  중  최고  ,  살아  움직이는  전복도  최고 입니다.  파김치도  맛있고 ...  후식으로  시킨  육회냉면도   일품입니다... 바쁜  와중에  장어도  잘라주는  써비스  만점  입니다.",5.0,1,9,0.8959411382675171
224,친절하셔서ㅡ좋아요ㅡ맛도있구요,4.5,1,9,0.35798364877700806
225,직원분들고 친절하시고 콜키지도 2만원비용 지불하고가능해서 맛있게 먹고욌습니다 ㅎ,5.0,1,9,0.9608319997787476
226,"맛있게 잘먹었습니다 감사합니다 ㅎㅎ 
나중에 또 올게요!",5.0,1,9,0.9738537669181824
227,좋아요,5.0,1,6,0.4311637580394745
228,트러플과 페퍼로니 두가지 맛을 느낄 수 있는 반반피자가 정말 인상적이었어요! 씨푸드 오일 파스타 는 해산물이 정말 풍부해서 좋았어요 다시 올 의향 완전 있습니다,5.0,1,9,0.9461225271224976
229,맛있어요 짬뽕드실땐 밥 꼭 추가하세요,5.0,1,9,0.8194342255592346
230,"확실히  핫플이라서 그런지 사람이 많네요 ㅠㅠ
그래도 핫플이라면  이정도는 기다려야죠^^ 크크",5.0,1,6,0.35347697138786316
231,모임에 적격입니다.,4.0,1,9,0.8137678503990173
232,파스타 오랜만에 맛있었어요,4.0,1,9,0.3596164882183075
233,맛있에요ㅠ,5.0,1,9,0.7021709680557251
234,좋아요~^^,5.0,1,7,0.2910493016242981
235,줄서지않아도 되니 좋네요,4.0,1,7,0.4759584069252014
236,"육전과 모주~
가볍게 먹을수 있어 좋았다",4.0,1,7,0.4838911294937134
237,기가 막힙니다. 우리술 종류도 많구요. 음식도 맛있어요,5.0,1,9,0.6638895273208618
238,"별로였어요.. 제가 맛있게 먹는 방법을 잘 몰라서 그럴 수도 있으나, 마늘 맛이 너무 강했고 짰어요. 직원 분들이 착하시긴 한데, 이제 드셔도 된다 말해주시거나, 불을 줄여주시거나 이런 서비스 부분이 전혀 없어서 아쉬웠습니다.",2.0,0,3,0.34763965010643005
239,맛잇어요 친절하시구요,5.0,1,9,0.48415830731391907
240,굿,3.5,0,6,0.4950698912143707
241,맛있고 신선해요,4.0,1,9,0.714768648147583
242,홍시 맛있어요.,4.5,1,7,0.2968742847442627
243,"너무너무 맛있어요 
엄마가 해주는 맛! 
건강하고 깔끔합니다. ",4.5,1,9,0.900884747505188
244,"고사리 맛있었는데
사골은 그닥이었어요",4.0,1,5,0.573272168636322
245,판매하는 여직원 불친절해요🥲,3.5,0,1,0.3169857859611511
246,굿 굿 최고 맛집 ㅠㅠ,5.0,1,9,0.9008252620697021
247,처음에 보면 낯선 비주얼에 당황스럽지만 엄청 맛있어요! 웨이팅이 길긴 하지만 기다릴 정도로 맛있는 것 같습니다~ 가게 분위기는 좀 정신 없어요.,4.5,1,9,0.6224628686904907
248,너무 좋아요,4.5,1,9,0.7027490139007568
249,밀크티 마롱케이크 맛있어요~~,5.0,1,9,0.3894116282463074
250,언제가도 좋은 곳,5.0,1,9,0.8607661128044128
251,버터갈릭파스타 맛잇네요^^,5.0,1,7,0.4098106622695923
252,분위기가 좋아요!!,5.0,1,9,0.716299831867218
253,좋아요,5.0,1,6,0.4311637580394745
254,항상 오는 곳이지만 올때마다 만족합니다. ^^,5.0,1,9,0.956940770149231
255,굿,4.0,1,6,0.4950698912143707
256,맛있는데 먹다보면 물려서 다 못먹겠더라구요 ㅠ,5.0,1,6,0.2824799716472626
257,마카롱 맛나고 친절하세요~,5.0,1,9,0.38125526905059814
258,분위기도 좋았고 음식 맛도 너무 좋았습니다. 더불어 직원들의 친절도도 좋았습니다. 좋은날 좋은 음식과 분위기 있는 레스토랑에서 멋진 추억 만들었습니다. 감사합니다.,5.0,1,9,0.9847198724746704
259,가격은 좀 비싼감이 있지만 소금버터빵 맛은 있네요,4.0,1,6,0.4112812280654907
260,굉장히 맛있었어요! 특히 크림새우 짱,5.0,1,9,0.9078088998794556
261,둘이 가서 삼인분 시켰는데 호로록 다 마셔버렸어요 정말 맛있게 잘 먹었어요 고기라면 국물 진하고 좋아요!,5.0,1,9,0.9372788071632385
262,가격은비싼거같고 갈치구이는맛있음. 조림은 좀달아요.,4.0,1,6,0.5590455532073975
263,추석때 우연히 갔는데 진짜 감동적일정도로 너무푸짐하고 맛도 최고였어요! 테이블 꽉차게 바쁜와중에 웃으면서 다 챙겨주시고 서비스도 너무 좋은 집이에요. 고등어정식 & 된장찌개 추천입니다!!!!,5.0,1,9,0.9869935512542725
264,"직원분들이 친절해서 너무 좋았습니다 기분좋은 시간이었어요 사실 제 기억이 반쯤 날라갔지만요,,",5.0,1,9,0.42670920491218567
265,감사합니다,4.0,1,5,0.3842966556549072
266,부산여행중 맛집이라길래 방문하였는데  정말 맛있네요!  근데 비빔밀면은 좀 많이 짜네요...!!ㅠㅠ  그래도 다음에 또 오고싶었습니당  번창하세요~^^,4.5,1,9,0.3810649812221527
267,속초에서 먹었던거 보다 양이 많아 줄었네요..,3.5,0,5,0.7248868942260742
268,"메뉴가 다양하게 잇어 고민이 많이햇는데
회덮밥 맛잇네요 양도 푸짐해여",5.0,1,9,0.5132108330726624
269,"최애 고사리육계장집.
꼭 드셔보세요. 두번 드세요.",5.0,1,9,0.8850228786468506
270,맛있어요! 뷰가 특히 좋네요~,4.0,1,9,0.8221137523651123
271,초당본점 맛있었던 기억이 있어서 가족과 다시 와봤어요! 역시 맛있네요~ 매장도 넓어서 모임하기 좋을거 같아요! 깔끔해요~~,5.0,1,9,0.5246773362159729
272,굳,5.0,1,9,0.33346933126449585
273,굿,4.0,1,6,0.4950698912143707
274,"고사리 육개장은 첨인데 정성과 시간이 많이 들어간만큼 진하고 입에 착착 감겨요.
만드는 사람 정성만큼 식사하는 사람도 긴 웨이팅을 감수해야 하는게 단점.",4.5,1,6,0.514096200466156
275,두번째 방문도 즐거웠습니다! 밀크티 메뉴가 많아서 밀크티를 좋아하는 사람은 더 즐거울 것 같아요.,5.0,1,9,0.7525025606155396
276,"제주 여행 중 기대되는 음식점이였어요!
돈까스도 맛있고 짬뽕이 진짜 너무 맛있었어요
진한 고기육수로 된 짬뽕은 인생짬뽕이었어요 추천추천합니다!",5.0,1,9,0.9613941311836243
277,소스가 좀 달긴한데 야외에서 먹으니까 더 맛있는 것 같아요!,4.0,1,7,0.3744296133518219
278,"소막골 진짜 맛있어요!
바쁜데도 직원분들이 센스있고 친절하셔서 좋아요!!",5.0,1,9,0.9168592095375061
279,"여러가지 생선구이를 숯불에 먹을 수 있는 곳.
거성비가 좋다고 할 수는 없지만 와볼만한 집.
2인보다 4인 정도 가야 크고 튼실한 살을 먹을 수 있을것 같다",3.5,0,6,0.4756556451320648
280,흑돼지두루치기 맛있게 잘먹고가요♡,5.0,1,9,0.931203305721283
281,"고기도 맛있고 직원분들도 매우 친절하세요
만족합니당",5.0,1,9,0.980410635471344
282,"인천 최고의 가심비 한우 오마카세집..
변함없이 대만족하고 갑니다~~",5.0,1,9,0.9864643812179565
283,신승반잠은 언제나 맛있어요,4.0,1,9,0.7048812508583069
284,굳,5.0,1,9,0.33346933126449585
285,고기 서비스 다 좋아요~~~,5.0,1,9,0.7480571866035461
286,식당 분위기가 어수선하지만 알바생들 친절,4.0,1,6,0.33879128098487854
287,너무 맛있게 먹었어요~,5.0,1,9,0.8579340577125549
288,너무 맛나요,5.0,1,9,0.48052942752838135
289,맛은 있었는데 볶음밥 계란후라이에서 좀 큰 날파리가 나옴. 서빙하기전에 확인을 한번 하시는 게 좋을 것 같네요,1.5,0,5,0.5075422525405884
290,맛있고좋아요!!!!!,5.0,1,9,0.8442919850349426
291,Good,3.5,0,6,0.3317604660987854
292,가리비 알한개가 제 손바닥만했어요 완전 대박!,5.0,1,9,0.9849082231521606
293,맛있어요.친절해요,4.0,1,9,0.753467857837677
294,맛있어요~!~!/!!/!!!~/,5.0,1,9,0.7257404327392578
295,좋ㅇㆍ요,5.0,1,6,0.284904807806015
296,너무 맛있네요 구성도 알차서 체고체고^^*,5.0,1,9,0.9616437554359436
297,맛있게 잘 먹고 왔습니다,4.0,1,6,0.46568605303764343
298,(참고) 주문후 음식 나오기까지 시간(50분 소요)이 너무 오래 걸립니다..... 기다리다가 속 터져요...회사 점심시간에 제 시간에 못 들어가구......,0.5,0,0,0.6873974800109863
299,맛있어요!!!,5.0,1,9,0.6695621609687805
300,친구가 여기서 정말 맛있게 먹었다고 추천해줘서 왔어요 기대 이상으로 만족하고왔어요 다음에 또 방문할게요👍,5.0,1,9,0.9656805396080017
301,"기다린보람있었어요
맛나요",5.0,1,9,0.36212605237960815
302,"1.분위기_천장이 높아 개방감이 있고 조명이 아늑하고 편안함
2.맛_양고기 수블라키를 포함하여 전체적으로 맛있슴 
3.가격_수요일 점심할인으로 저렴하게 이용함",5.0,1,9,0.389862596988678
303,"사실 별 반개도 주고 싶지 않음. 가리비찜을 시켰는데 치즈를 올려서 찜기에 쪄서 나오고. 자기들은 쭉 그렇게 찜할때도 치즈를 올려 놓는다는  이야기를 사장이 버젓이 함 리뷰들 읽어보면 
다들 좋은말만 써 놓았는데 . 작업한걸로 밖에 안보임.",0.5,0,0,0.822152853012085
304,도쿄앙버터 최고!,5.0,1,9,0.7715404033660889
305,좋아요,5.0,1,6,0.4311637580394745
306,케익이  맛있어요.,4.5,1,7,0.37391653656959534
307,괜찮네요 한번쯤먹어볼만함,4.5,1,6,0.4434279203414917
308,맛있어요~,4.5,1,6,0.33417654037475586
309,그냥 그래용,4.0,1,5,0.6417077779769897
310,"맛있어요. 쑥,감자 먹엇는데, 특색잇어요.",4.5,1,9,0.3433728516101837
311,해장국의 진국. 깔끔하고. 진한 고사리향이 듬북 담긴 해장국. 그러나 너무 오래 대기해야한다는 단점이 있어 평가가 깍이는 집.,3.5,0,7,0.34562352299690247
312,오늘은 본죽!!,5.0,1,9,0.8236641883850098
313,"너무 맛있어요
마라탕 처음 접하시는 분들도 어려움 없이 드시기 좋을거 같아요!!!!",5.0,1,9,0.9651328921318054
314,진짜진짜 맛잇어요!!! 속초오면 꼭 드세요,5.0,1,9,0.9698236584663391
315,호쾌하신 사장님 고기도 맛있음 !ㅋㅋ,4.5,1,9,0.8836594820022583
316,너무나좋은 협재1번가술집이였어요ㅎ바닷가 바로앞에 술집이 잇다는게 놀라웠습니다 담에도재방문하려고여 음식 이진짜 맛나요 핵맛 말만잘함 음료수서비스조줘여 사장님!!!짱짱,5.0,1,9,0.9730913639068604
317,삼계탕 고기가 넘 퍽퍽하고 맛없다. 다만 김치맛만 좋음,1.5,0,3,0.3203143775463104
318,"깔끔한 국밥 맛 가격대비 양은 비쌈 헤헤
서비스는 친절함 굿",3.5,0,6,0.4809548258781433
319,굿,4.0,1,6,0.4950698912143707
320,친절합니다,4.0,1,5,0.4775333106517792
321,뷰가 너무 너무 좋아요!! 음료도 케이크도 맛있었어요^^,5.0,1,9,0.8973552584648132
322,"스키야끼 처음 먹어봤는데 넘 맛있었어요!!! 
다음에 또 가려구요❤️",5.0,1,9,0.9677765965461731
323,인생맛집 개꿀맛,5.0,1,9,0.9683599472045898
324,너무 친절하시구 맛있었어요!!,5.0,1,9,0.8889920115470886
325,싸고 괜찮지만 정신없는곳,3.0,0,6,0.5767913460731506
326,물냄면 시원하게 잘먹었습니다~~^^,5.0,1,9,0.6726577877998352
327,맛있어용,4.5,1,9,0.6254575848579407
328,스태프분이 너무 딱딱합니다.,3.5,0,0,0.3975009620189667
329,쿠키가 맛있네요 ㅎㅎㅎ 진짜 인기 있을만 하고 같습니다 너무 굿굿 한번더 갈뜻 하네요,3.5,0,9,0.9713255167007446
330,언제와도 좋은 곳이예요. 꽃게로제가 조금 더 매콤해도 좋았을 거 같아요,4.5,1,7,0.3553954064846039
331,"매장도 깔끔하고 사장님이 친절하세요~ㅎㅎ
다음에 제주오면 또 들를겁니다!!!",5.0,1,9,0.973651111125946
332,가을코스보다 좋았던 것 같아용!,5.0,1,9,0.6936075687408447
333,"리뷰남기려고 영수증 받았어영
너무 맛있어용!!!!!",5.0,1,9,0.9744529128074646
334,진짜 맛있어요! 강추,5.0,1,9,0.9368945360183716
335,진짜맛있어요.......♡,5.0,1,9,0.9781069159507751
336,맛있아용 ㅎㅎ,5.0,1,9,0.9089403748512268
337,좋아요.,4.0,1,5,0.45714837312698364
338,ㅍ          ,5.0,1,9,0.8068857192993164
339,진짜 말그대로 산더비 불고기였어요!! 양이 어마어마하고 비쥬얼이 너무 좋아서 엄청 든든하게 먹었네요:) 함께 주문한 된장찌개도 같이 먹으니 궁합이 잘 맞았어요!,5.0,1,9,0.9726725220680237
340,맛있고 친절해요 ㅎ,5.0,1,9,0.8067094683647156
341,칵테일 맛있어요~,5.0,1,7,0.5529851317405701
342,사장님이 정말 너무 친절하시고 연어도 쫄깃하고 맛있어요,4.0,1,9,0.8976681232452393
343,"와 생각보다 정말 맛있어요!
건강한 맛인데 간도 적당하고 아보카도도 너무 맛있네요. 다음에 또 사먹으러 가야겠어요",4.5,1,9,0.8954798579216003
344,9900원에 생선구이!! 심지어 맛도좋아요 꼭오세요,5.0,1,9,0.9568577408790588
345,첫 방문인데 인테리어도 클래식하고 매장 내부가 깔끔해서 좋아요.,5.0,1,9,0.8156347274780273
346,맛있어요,4.0,1,6,0.43294763565063477
347,일주일에 3번은 가는듯! 넘넘 짱입니다,5.0,1,9,0.936494767665863
348,홍콩와플이랑 클래식브런치? 먹었는데 맛있었어요ㅎㅎ 헤이즐넛 라떼는 그냥저냥 사실 좀 밍밍했구요 아메리카노는 약간 산미가 있는 것 같았어요!,5.0,1,6,0.5111725926399231
349,왜 다른곳보다 비싼지 잘 모르겠습니다.,3.0,0,5,0.3100395202636719
350,ㅇ,3.0,0,5,0.5644456744194031
351,아란치니랑 치킨수블라키 맛있어요!,5.0,1,9,0.7350905537605286
352,"맥주랑 음식들 맛있어요!
부드러운 치킨스테이크랑 갈릭버터감자 추천~
분위기도 좋고 다들 친절해서 경주가면 또 가고싶네요ㅎㅎ",5.0,1,9,0.9452799558639526
353,호,4.0,1,9,0.28607288002967834
354,"추천받아서 경주여행온김에 조각케익사가요. 가격도 착하고 친절하시고 넘 좋네요.
맛있는 조각케익에 커피까지샀는데 맛도 좋아서 다음에 또 가려고요",5.0,1,9,0.9700106978416443
355,"지나다가 맛집이라는 지인의 말에 들렀는데, 진짜 맛집이네요~ 반찬 챙겨주시던 이모님도 대박 친절하셔서 기부니가 좋았습니당. 여자 3인이 가서 최소 4인분은 먹어야 하지만요 ㅋㅋㅋㅋ",4.5,1,9,0.9838711023330688
356,"제주여행에 필수코스라고 들어서 방문했는데 확실히 맛있네요 가성비도 뛰어나고 고기퀄리티가
대박이였습니다 정말 정말 꿀맛이였어요 !",5.0,1,9,0.989998996257782
357,맛있어요,5.0,1,6,0.43294763565063477
358,너무 좋아요 뷰도 좋고 맛도 ~ 직원분들 너무 친절 애견동반가능 재방문의사 꼭 있어요,5.0,1,9,0.9828800559043884
359,"친절하시구 맛도있고 밑반찬도 괜찮아요
또올게요",5.0,1,9,0.603065013885498
360,커피맛이 좋은 곳 ~!!,4.5,1,9,0.46164456009864807
361,직원분너무친절하시고 맛있게 너무잘먹고왔어오~ 재방문의사100프러,5.0,1,9,0.9865288734436035
362,"빵과 커피 모두 굿! 
분위기도 굿!",5.0,1,9,0.7895616292953491
363,맛있고 친절해용 세트메뉴 구성도 괜찮아요!,5.0,1,9,0.46702075004577637
364,맛있어요,5.0,1,6,0.43294763565063477
365,좀전에는 구리점 방문해서 본점이 있다는 소리 듣고 방문 하였습니다. 현지 요리사분들께서 음식을 해서 그런지 더 태국 생각 나는 맛이네요~~,5.0,1,5,0.593843936920166
366,들께 올갱이 국 정말 맛있어요,5.0,1,9,0.8695233464241028
367,좋아유,3.5,0,9,0.3694705367088318
368,아직 안 먹어봄 근데 분위기 대 박 좋 당,4.0,1,9,0.7172600030899048
369,비빔면도 너무 맛있는데 밀면 면이 탱글탱글하고 너무 간도 잘맞는게 너무 맛있어요,5.0,1,9,0.9628103971481323
370,맛있어요,5.0,1,6,0.43294763565063477
371,조용히 힐링♡,5.0,1,9,0.7964112758636475
372,음식도 맛있고 담당서버님도 친절하셨네요. 주차시간 넉넉하게 주셔서 즐거운 시간 보냈습니다 ^^,5.0,1,9,0.9072228670120239
373,비빔밥과 파전 그리고 순대국 모주등이 있고 기능장이 만드시는 대물림 음식점,5.0,1,5,0.602943480014801
374,너무 맛있어요!!!,4.5,1,9,0.8615930676460266
375,인테리어도 예쁘고 메뉴도 맛있어요. 화장실이 좀 더 좋았으면 더 좋을것 같아요 ,4.0,1,9,0.6967424750328064
376,칼국수보단 막국수 맛집!!,5.0,1,5,0.4367159605026245
377,오픈 기념으로 커피도 저렴하고 빵도 맛있네요~~^^,4.0,1,9,0.43950703740119934
378,좋아요,5.0,1,6,0.4311637580394745
379,"야채곱창 맛있었어요
곱창을 좋아하는 편은 아니지만  잘먹었습니다.",5.0,1,7,0.41424626111984253
